<music21.chord.Chord A4 B-4>|<music21.note.Rest rest>
<music21.chord.Chord B-2 E4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord B-2 E4 F4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 E4 B-4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F3 E4 F4 G#4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 E4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 E4 F4 G4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord E-3 E4 F4 G4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E4 G4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E-4 E4 G4 C#5 E5 B-5 C6 C#6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E-4 E4 G4 C#5 E-5 E5 B-5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E-4 E4 C#5 E-5 E5 B-5 C6 C#6 E-6>|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E4 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E-4 E4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E4 G#4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E-4 E4 G4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E-4 E4 F4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C#3 E-4 E4 F4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 E4 F4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 C#4 E4 F4 C5 E-5 E5 B-5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C#3 C#4 E4 F4 C5 C#5 E-5 E5 B-5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 C#4 E4 C5 C#5 E-5 E5 B-5 C6 C#6 E-6>|0
0|0
0|0
0|0
<music21.chord.Chord C#3 E4 C#5 E-5 E5 B-5 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 E4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G2 E4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 C#4 E4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 E4 G4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C#3 C#4 E4 F4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 E4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 C#4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 C#4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 C4 B-4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 C4 B-4 C5 C#5 E-5 E5 B-5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 C5 C#5 E-5 E5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 G#4 C5 C#5 E-5 E5 G#5 C6 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 C4 F4 G#4 C5 C#5 E-5 E5 G#5 C6 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 F4 G#4 C5 C#5 E-5 E5 G#5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 F4 G#4 C5 C#5 E-5 E5 G#5 C6 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-2 E-4 F4 G4 B-4 C5 C#5 E-5 E5 B-5 C6 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-2 E-4 F4 G4 B-4 C5 C#5 E-5 E5 B-5 C6 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G#2 E-4 F4 G4 G#4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E-4 G4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 F4 G4 C#5 E-5 E5 F5 C#6 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 C#5 E-5 E5 C#6 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord B-2 E4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 E4 F4 E-5 E5 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 E4 B-4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F3 E4 F4 G#4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 E4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 E4 F4 G4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord E-3 E4 F4 G4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E4 G4 E-5 E5 E-6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E-4 E4 G4 E-5 E5 E-6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E-4 E4 G4 C#5 E5 C#6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E-4 E4 C#5 E5 C#6>|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E4 E5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord E-3 E4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E-4 E4 C5 E5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E4 G#4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord E-3 E-4 E4 G4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G#2 E4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G#2 E-4 E4 F4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C#3 E-4 E4 F4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 E4 F4 C5 E5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 C#4 E4 F4 C5 E5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C#3 C#4 E4 F4 C5 E5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 C#4 E4 C5 E5 C6>|0
0|0
0|0
0|0
<music21.chord.Chord C#3 E4 E5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C#3 E4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G2 E4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 C#4 E4 B-4 E5 B-5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 E4 G4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C#3 C#4 E4 F4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 E4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 C#4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 C#4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 B-4 E5 B-5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 C4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 C4 B-4 C5 E5 B-5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 C5 E5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 C4 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 C4 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 D4 F4 G4 B-4 C5 E5 B-5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 D4 F4 G4 B-4 C5 E5 B-5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord A2 D4 E4 F4 G4 C5 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord A2 D4 E4 G4 C5 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 G4 A4 B-4 E5 A5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 G4 A4 E5 A5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 G4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G2 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 F4 A4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 F4 A4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 F4 A4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 F4 A4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 E4 F4 A4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 E4 F4 A4 B-4 D5 E5 A5 D6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 E4 F4 A4 C5 E5 A5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 E4 A4 B-4 C5 E5 A5 B-5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 E4 B-4 E5 B-5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 A4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E4 A4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 A4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 E4 A4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 E5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 D4 E4 A4 E5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 D4 E4 A4 B-4 E5 A5 B-5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 D4 E4 E5 A5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 D4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord G2 D4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 F4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 F4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord G2 F4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord G2 F4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 F4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 F4 C5 E5 A5 C6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 E4 F4 B-4 C5 E5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 E4 F4 A5 E6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 E4 F4 D5 A5 D6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 E4 C5 D5 A5 C6 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 E4 A4 C5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 A4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E4 A4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4 A4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord F2 E4 A4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E4>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E-4 E4 A4>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E-4 E4 F4 G4 F5 G5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord F2 E-4 E4 G4 G5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord F2 E-4 G4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord B-2 E-4 G4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 F4 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 F4 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 F4 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 F4 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 G4 B-4 D5 G5 D6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 B-4 C5 D5 G5 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 B-4 C5 E5 G5 E6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord C3 B-4 C5 F5 G5 F6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 C5 F5 F6 G6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord A2 C5 F5 F6 G6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord A2 C5 F5 F6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord A2 C5 F5 F6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord A2 F4 A4 C5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord A2 C4 F4 A4 C5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord A2 C4 F4 A4 C5 A5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord A2 F4 A4 C5 C6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord B-2 F4 A4 C5 D5 C6 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 F4 B-4 D6>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 F4 G4 B-4 D6>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
<music21.chord.Chord B-2 F4 G4 B-4 C5>|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord B-2 F4 G4 B-4 C5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
<music21.chord.Chord C3 F4 G4 A4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|<music21.chord.Chord B1 C4 C#4 B-4 E-5>
0|0
<music21.chord.Chord C3 F4 G4 B-4 C5 A5>|<music21.chord.Chord B1 F#2 C4 C#4 B-4 E-5>
0|0
0|0
0|0
0|0
0|0
